round,Centralized,model,c_loss,c_accuracy,c_recall,c_precision,c_f1_score,d_accuracy,d_recall,d_precision,d_f1_score
1,Federated,Googlenet,0.1442604157447815,0.01,0.0001,0.01,0.00019801980198019803,0.0112,0.0001129779426922284,0.010101834673263244,0.00022322198362154309
2,Federated,Googlenet,0.14493783950805664,0.01,0.0001,0.01,0.00019801980198019803,0.009999999999999998,0.00010101587301587303,0.010081220366934655,0.00019968304040491146
3,Federated,Googlenet,0.14764078946113587,0.01,0.00010372368011617053,0.01,0.00020531772918591523,0.014000000000000002,0.00014515367893340242,0.010061018346732632,0.0002851093815358289
4,Federated,Googlenet,0.1446068702697754,0.0162,0.0007136393097867311,0.0162,0.0013493248116303801,0.013600000000000001,0.000565015255370699,0.014618102305857408,0.0010542453636499716
5,Federated,Googlenet,0.132020303273201,0.0471,0.03683761202811233,0.0471,0.02089422540726357,0.0448,0.016472537749628816,0.04339469296135962,0.017604922313755902
6,Federated,Googlenet,0.12234737687110901,0.099,0.09301729421941941,0.099,0.07135435712280233,0.0996,0.0724619921429527,0.10068602941528111,0.06434113076347478
7,Federated,Googlenet,0.11754909479618073,0.1231,0.12776187399491445,0.1231,0.09167166959474353,0.12080000000000002,0.0947761110536644,0.12564719416386083,0.0848611750110024
8,Federated,Googlenet,0.11387573461532592,0.1353,0.11495871556082314,0.1353,0.10284858601414128,0.132,0.10460345659236917,0.13328760049474336,0.09736082420361095
9,Federated,Googlenet,0.11138910019397735,0.1461,0.12025398004323783,0.14609999999999998,0.11112699417093483,0.14200000000000002,0.11864016549334122,0.13798109668109668,0.10053187810890216
10,Federated,Googlenet,0.11012188897132874,0.1482,0.15160140353911042,0.1482,0.11768051885079046,0.1512,0.1300158364847069,0.14345616956739407,0.1109654825806746
11,Federated,Googlenet,0.10728782544136048,0.1713,0.16115203038512743,0.17130000000000004,0.13958930607138265,0.18560000000000001,0.15036944778344963,0.18944156522489858,0.14282216947888
12,Federated,Googlenet,0.10543612551689148,0.1783,0.167345932096267,0.1783,0.1461090147219495,0.16720000000000002,0.15092123188861511,0.17116060606060604,0.13098789431898614
13,Federated,Googlenet,0.10293727462291717,0.1932,0.1764508182009938,0.1932,0.16106869426665987,0.17960000000000004,0.14802973283511014,0.18438445443445445,0.13872802895608402
14,Federated,Googlenet,0.10248786072731018,0.2025,0.19325635194944293,0.2025,0.17384680255206242,0.18080000000000002,0.16775963009000094,0.19130180375180378,0.1515644376635133
15,Federated,Googlenet,0.1009015872478485,0.2068,0.19534937428662258,0.20679999999999996,0.17538966184876612,0.18839999999999998,0.1664589199279643,0.1947551393051393,0.15244262447973447
16,Federated,Googlenet,0.0978341302394867,0.2272,0.222849859644692,0.2272,0.19563164017898965,0.2124,0.18506637841003165,0.2151983571983572,0.17184869238452627
