round,Centralized,model,c_loss,c_accuracy,c_recall,c_precision,c_f1_score,d_accuracy,d_recall,d_precision,d_f1_score
1,Federated,Resnet18,0.08136217920780182,0.1062,0.04455294713736459,0.1062,0.03526253401473108,0.1072,0.04824470709480696,0.10414492322917249,0.03502046515758834
2,Federated,Resnet18,0.06761739345788956,0.1982,0.352355892220961,0.19820000000000002,0.13797431883063044,0.192,0.27685560474544146,0.1950565007969969,0.13648948364219682
3,Federated,Resnet18,0.054264130461215976,0.3734,0.4245367714523803,0.3734,0.36849881003504736,0.37,0.4179466552627402,0.3715888494853642,0.36094437404278057
4,Federated,Resnet18,0.0490332005739212,0.432,0.4613744568470447,0.43200000000000005,0.4252627623231767,0.40840000000000004,0.43728212808821476,0.4103355846292076,0.40194631447002155
5,Federated,Resnet18,0.04396211673617363,0.4895,0.4968561180531765,0.48949999999999994,0.486247824516581,0.4875999999999999,0.49800508999774856,0.4867251951447636,0.483670974314674
6,Federated,Resnet18,0.0427340823173523,0.5057,0.5228700354523074,0.5057,0.5048252607743222,0.49559999999999993,0.5114654213594493,0.4946829612169439,0.49244542406676073
7,Federated,Resnet18,0.04010806236863136,0.5356,0.5451820985090367,0.5356,0.5335599781236643,0.5352,0.5495967087758784,0.5376903247672162,0.5339074075249248
8,Federated,Resnet18,0.03857688494920731,0.5533,0.5588389601846988,0.5532999999999999,0.5511498735324982,0.552,0.5621117367163743,0.5515383642073504,0.5504192504283235
9,Federated,Resnet18,0.03713192573189735,0.5765,0.5783272355256878,0.5765,0.5736326843823312,0.5644,0.570914600983522,0.5673736584005271,0.5638864387769861
10,Federated,Resnet18,0.036024467599391936,0.5878,0.5947219724121521,0.5878000000000001,0.587305797935037,0.5788,0.5902830552764428,0.582219493461415,0.5803400206094582
11,Federated,Resnet18,0.03504174303412438,0.598,0.6024007258942068,0.5980000000000001,0.5957571201178908,0.5864,0.5939251035806874,0.5896913336126278,0.5858862495039349
12,Federated,Resnet18,0.03421433298587799,0.6112,0.6120135701340386,0.6112,0.6061195639685397,0.6056,0.6155265427796325,0.6062155514011853,0.6024360803923379
13,Federated,Resnet18,0.033135845997929576,0.6247,0.6276447255128088,0.6247,0.6229935986668129,0.6060000000000001,0.6152084171664244,0.6081576189480964,0.6068258252550003
14,Federated,Resnet18,0.03241355076432228,0.6337,0.632948634323081,0.6337,0.6286738722159336,0.6308,0.6310447448090712,0.6344535507777387,0.6264022689412257
15,Federated,Resnet18,0.032264441549777985,0.6367,0.6466859992282534,0.6367,0.6372754552784514,0.6364,0.6512806512166875,0.6404402598945083,0.6384884085843571
16,Federated,Resnet18,0.03164972233176232,0.6457,0.6486625004855657,0.6457,0.6422713911341232,0.646,0.6471207156693823,0.6460390262926158,0.6417556449028462
17,Federated,Resnet18,0.0306105321764946,0.659,0.6570281199644744,0.659,0.6566265571654956,0.6512,0.6547016743093073,0.6557091767401084,0.6524109377264551
18,Federated,Resnet18,0.030348869001865387,0.6618,0.6652358917314316,0.6618,0.6598712533988331,0.6508,0.6544542121354491,0.6512965329160876,0.6489314673172685
19,Federated,Resnet18,0.030356547877192497,0.6632,0.666262250838654,0.6632,0.6611523414821923,0.6504,0.6580115436719852,0.6523807059882631,0.6493315756276277
20,Federated,Resnet18,0.029693124386668206,0.6689,0.673845967956992,0.6689,0.6684559293802168,0.6608,0.6734202102425334,0.6628780616537825,0.6617803440680158
21,Federated,Resnet18,0.029286594286561014,0.6755,0.6746607872756575,0.6755,0.6727105988641363,0.6656,0.6646432430199638,0.6694200655333153,0.663499851110149
22,Federated,Resnet18,0.029388128620386124,0.6767,0.6769136244501415,0.6767,0.6747506636774605,0.6696,0.6690732688385508,0.6695310152324867,0.6656839588715852
23,Federated,Resnet18,0.028798603585362435,0.6809,0.6797169061666313,0.6809,0.6785379689536268,0.6896,0.6850277904326191,0.6876294826426392,0.6839793535686873
24,Federated,Resnet18,0.029063930484652518,0.6852,0.6855186992815967,0.6851999999999999,0.6820308091004786,0.6756,0.676470511407642,0.6766706983996921,0.6730160003015081
25,Federated,Resnet18,0.02923379960358143,0.6816,0.6808015441307363,0.6816000000000001,0.6781494766395368,0.672,0.6720628045294065,0.6729323134428087,0.6683883559892819
26,Federated,Resnet18,0.029146689108014108,0.6847,0.6856823052920331,0.6847,0.6819772720092316,0.68,0.6826402458101951,0.6838968789286582,0.6776364433318391
27,Federated,Resnet18,0.02898888723552227,0.6892,0.6934303735837983,0.6892,0.6892652859419472,0.6876,0.6914746335279391,0.6898675467870314,0.6872105400838381
28,Federated,Resnet18,0.029189565581083297,0.6921,0.6900701249958759,0.6920999999999999,0.6890552949064049,0.7008,0.7005858730364796,0.7022944019204116,0.6978095506735171
29,Federated,Resnet18,0.02924434155523777,0.6932,0.6955261756680776,0.6932,0.6918091144380334,0.6856000000000001,0.6899243400701038,0.6901786745674114,0.685583848519947
30,Federated,Resnet18,0.029151130363345146,0.6906,0.692470870366293,0.6906000000000001,0.6904831365102482,0.6788,0.6808870784453391,0.677696421820259,0.6769278994236559
31,Federated,Resnet18,0.029466836252808572,0.6917,0.6945468005198906,0.6917000000000001,0.6907897727035694,0.6984,0.7021458767591071,0.6993655592602973,0.6973047994069916
