round,strategy,c_loss,c_accuracy,d_accuracy
81,FedOpt,1.1146997288812566,0.6042,0.6042
82,FedOpt,1.1160327128217191,0.6053,0.6052999999999998
83,FedOpt,1.1121040401579458,0.6074,0.6074
84,FedOpt,1.106057886835895,0.6103,0.6103
85,FedOpt,1.1121313541750364,0.6059,0.6059000000000001
86,FedOpt,1.1123950104170208,0.6087,0.6087
87,FedOpt,1.1039503284647494,0.6106,0.6106
88,FedOpt,1.1118311663217182,0.6087,0.6087
89,FedOpt,1.1144585790513435,0.6101,0.6101
90,FedOpt,1.1225565407849565,0.608,0.6079999999999999
91,FedOpt,1.1005971876880791,0.6093,0.6093
92,FedOpt,1.1277091744579846,0.6033,0.6033
93,FedOpt,1.0909831652158424,0.615,0.615
94,FedOpt,1.106689440298684,0.6104,0.6104
95,FedOpt,1.0972509082359605,0.6163,0.6163
96,FedOpt,1.0999252671682382,0.6121,0.6121
97,FedOpt,1.1063668893862375,0.6117,0.6117
98,FedOpt,1.1045501752744746,0.6127,0.6127
99,FedOpt,1.1032357706299312,0.6104,0.6104
100,FedOpt,1.1032536723945714,0.6125,0.6125
1,FedProx,2.280665904660768,0.1498,0.1498
2,FedProx,2.16854090328458,0.2315,0.2315
3,FedProx,2.010518854177451,0.2831,0.2831
4,FedProx,1.891403943677492,0.3097,0.3096999999999999
5,FedProx,1.8114642131177685,0.3401,0.3401
6,FedProx,1.765264141408703,0.3577,0.3577
7,FedProx,1.7384703461127946,0.3646,0.3646
8,FedProx,1.6832539582554298,0.3853,0.3852999999999999
9,FedProx,1.6674345656286311,0.3936,0.3936
10,FedProx,1.6393353531632242,0.4097,0.4097
11,FedProx,1.616876172114022,0.4106,0.4106
12,FedProx,1.611103512063811,0.4111,0.4111
13,FedProx,1.561874045601374,0.4357,0.4357
14,FedProx,1.5523796579505824,0.4348,0.4348
15,FedProx,1.5263228733328325,0.4494,0.4494
16,FedProx,1.4938880778566193,0.4602,0.4602
17,FedProx,1.4800373180003106,0.4638,0.4638
18,FedProx,1.4649926046781905,0.4686,0.4686
19,FedProx,1.461036214345618,0.4718,0.4718
20,FedProx,1.4327052077160607,0.4808,0.4808
21,FedProx,1.4155005322226994,0.4861,0.4861
22,FedProx,1.3908960215653046,0.4946,0.4946
23,FedProx,1.3809355980233302,0.5053,0.5053
24,FedProx,1.3638871681841114,0.516,0.516
25,FedProx,1.347784235507627,0.5178,0.5178
26,FedProx,1.339799607856364,0.5233,0.5233
27,FedProx,1.3375450153894062,0.5149,0.5149
28,FedProx,1.3166924232169042,0.5337,0.5337
29,FedProx,1.3204538988161691,0.5316,0.5316
30,FedProx,1.3065950025486042,0.5338,0.5338
31,FedProx,1.292729693877546,0.532,0.5320000000000001
32,FedProx,1.2800025110003317,0.5417,0.5417
33,FedProx,1.2640342704857452,0.5508,0.5508
34,FedProx,1.2624922357028043,0.5522,0.5522
35,FedProx,1.2643624181988873,0.5554,0.5554
36,FedProx,1.2490816055973877,0.5527,0.5527
37,FedProx,1.2489642991295344,0.5548,0.5548000000000001
38,FedProx,1.2634499012669431,0.5501,0.5501
39,FedProx,1.235191986530642,0.5623,0.5623
40,FedProx,1.2408961133111882,0.5558,0.5558
41,FedProx,1.2220836576027203,0.5651,0.5651
42,FedProx,1.2215978510772123,0.5663,0.5663000000000001
43,FedProx,1.2161206912390794,0.5684,0.5684000000000001
44,FedProx,1.2021329531186744,0.5749,0.5749
45,FedProx,1.2051403492311887,0.5736,0.5736
46,FedProx,1.2016964879217027,0.5778,0.5778
47,FedProx,1.184298717522923,0.5785,0.5785
48,FedProx,1.18147978978821,0.5797,0.5797
49,FedProx,1.1836628702622425,0.5843,0.5842999999999999
50,FedProx,1.2043577296824397,0.5733,0.5733
51,FedProx,1.1933350819575637,0.5758,0.5758
52,FedProx,1.178401006173484,0.5821,0.5821
53,FedProx,1.1694379365896876,0.5889,0.5889
54,FedProx,1.1645573460603065,0.5862,0.5862
55,FedProx,1.1666445581218865,0.5869,0.5869
56,FedProx,1.161327908310709,0.5887,0.5887
57,FedProx,1.1493801964989192,0.5935,0.5935000000000001
58,FedProx,1.1734183113786238,0.5825,0.5824999999999999
59,FedProx,1.145479896400548,0.5944,0.5944000000000002
60,FedProx,1.1631512279751934,0.5883,0.5883
61,FedProx,1.1481325649007963,0.5969,0.5969
62,FedProx,1.1474168187455287,0.5914,0.5914
63,FedProx,1.1339276236823843,0.601,0.601
64,FedProx,1.1318363147445871,0.6013,0.6013
65,FedProx,1.1343568382383902,0.6018,0.6018
66,FedProx,1.1384698907031288,0.5983,0.5983
67,FedProx,1.140589947941937,0.5936,0.5936000000000001
68,FedProx,1.1270906306520294,0.6003,0.6003
69,FedProx,1.1334228236464006,0.604,0.604
70,FedProx,1.1198842442488368,0.6059,0.6059000000000001
71,FedProx,1.129576784900472,0.6029,0.6029
72,FedProx,1.1241338675535175,0.6066,0.6066
73,FedProx,1.1447827242597748,0.5987,0.5987
74,FedProx,1.1262093948412546,0.607,0.607
75,FedProx,1.1210014623931692,0.6036,0.6036
76,FedProx,1.122506091866312,0.6072,0.6072
77,FedProx,1.1331384876106358,0.6032,0.6032000000000001
78,FedProx,1.1193455887746206,0.6079,0.6079
79,FedProx,1.1263168446625336,0.6063,0.6063
80,FedProx,1.1230857115757615,0.607,0.607
81,FedProx,1.122117194193828,0.612,0.612
82,FedProx,1.1256131620346743,0.609,0.609
83,FedProx,1.1299775295619725,0.6071,0.6070999999999999
84,FedProx,1.118361438376994,0.6114,0.6114
85,FedProx,1.1115888017642348,0.6094,0.6094
86,FedProx,1.124231192884566,0.6125,0.6125
87,FedProx,1.1302538257610948,0.6063,0.6063
88,FedProx,1.1202162617369542,0.6117,0.6117
89,FedProx,1.1294032486179206,0.6098,0.6097999999999999
90,FedProx,1.120912777472146,0.615,0.615
91,FedProx,1.122375020497962,0.6097,0.6097
92,FedProx,1.1306535737423955,0.609,0.609
93,FedProx,1.1271564598324932,0.6088,0.6088
94,FedProx,1.1205212919017935,0.607,0.607
95,FedProx,1.1269901824902884,0.6106,0.6106
96,FedProx,1.1228875532934937,0.6102,0.6102
97,FedProx,1.123416300815872,0.6119,0.6119
98,FedProx,1.1176459638378289,0.6133,0.6133
99,FedProx,1.1160814301877082,0.6126,0.6126
100,FedProx,1.1326683555977255,0.6133,0.6133
1,FedAdagrad,1346.507911392405,0.1,0.1
2,FedAdagrad,,0.1,0.1
3,FedAdagrad,,0.1,0.1
4,FedAdagrad,,0.1,0.1
5,FedAdagrad,,0.1,0.1
6,FedAdagrad,,0.1,0.1
7,FedAdagrad,,0.1,0.1
8,FedAdagrad,,0.1,0.1
9,FedAdagrad,,0.1,0.1
10,FedAdagrad,,0.1,0.1
11,FedAdagrad,,0.1,0.1
12,FedAdagrad,,0.1,0.1
13,FedAdagrad,,0.1,0.1
14,FedAdagrad,,0.1,0.1
15,FedAdagrad,,0.1,0.1
16,FedAdagrad,,0.1,0.1
17,FedAdagrad,,0.1,0.1
18,FedAdagrad,,0.1,0.1
19,FedAdagrad,,0.1,0.1
20,FedAdagrad,,0.1,0.1
21,FedAdagrad,,0.1,0.1
22,FedAdagrad,,0.1,0.1
23,FedAdagrad,,0.1,0.1
24,FedAdagrad,,0.1,0.1
25,FedAdagrad,,0.1,0.1
26,FedAdagrad,,0.1,0.1
27,FedAdagrad,,0.1,0.1
28,FedAdagrad,,0.1,0.1
29,FedAdagrad,,0.1,0.1
30,FedAdagrad,,0.1,0.1
31,FedAdagrad,,0.1,0.1
32,FedAdagrad,,0.1,0.1
33,FedAdagrad,,0.1,0.1
34,FedAdagrad,,0.1,0.1
35,FedAdagrad,,0.1,0.1
36,FedAdagrad,,0.1,0.1
37,FedAdagrad,,0.1,0.1
38,FedAdagrad,,0.1,0.1
39,FedAdagrad,,0.1,0.1
40,FedAdagrad,,0.1,0.1
41,FedAdagrad,,0.1,0.1
42,FedAdagrad,,0.1,0.1
43,FedAdagrad,,0.1,0.1
44,FedAdagrad,,0.1,0.1
45,FedAdagrad,,0.1,0.1
46,FedAdagrad,,0.1,0.1
47,FedAdagrad,,0.1,0.1
48,FedAdagrad,,0.1,0.1
49,FedAdagrad,,0.1,0.1
50,FedAdagrad,,0.1,0.1
51,FedAdagrad,,0.1,0.1
52,FedAdagrad,,0.1,0.1
53,FedAdagrad,,0.1,0.1
54,FedAdagrad,,0.1,0.1
55,FedAdagrad,,0.1,0.1
56,FedAdagrad,,0.1,0.1
57,FedAdagrad,,0.1,0.1
58,FedAdagrad,,0.1,0.1
59,FedAdagrad,,0.1,0.1
60,FedAdagrad,,0.1,0.1
61,FedAdagrad,,0.1,0.1
62,FedAdagrad,,0.1,0.1
63,FedAdagrad,,0.1,0.1
64,FedAdagrad,,0.1,0.1
65,FedAdagrad,,0.1,0.1
66,FedAdagrad,,0.1,0.1
67,FedAdagrad,,0.1,0.1
68,FedAdagrad,,0.1,0.1
69,FedAdagrad,,0.1,0.1
70,FedAdagrad,,0.1,0.1
71,FedAdagrad,,0.1,0.1
72,FedAdagrad,,0.1,0.1
73,FedAdagrad,,0.1,0.1
74,FedAdagrad,,0.1,0.1
75,FedAdagrad,,0.1,0.1
76,FedAdagrad,,0.1,0.1
77,FedAdagrad,,0.1,0.1
78,FedAdagrad,,0.1,0.1
79,FedAdagrad,,0.1,0.1
80,FedAdagrad,,0.1,0.1
81,FedAdagrad,,0.1,0.1
82,FedAdagrad,,0.1,0.1
83,FedAdagrad,,0.1,0.1
84,FedAdagrad,,0.1,0.1
85,FedAdagrad,,0.1,0.1
86,FedAdagrad,,0.1,0.1
87,FedAdagrad,,0.1,0.1
88,FedAdagrad,,0.1,0.1
89,FedAdagrad,,0.1,0.1
90,FedAdagrad,,0.1,0.1
91,FedAdagrad,,0.1,0.1
92,FedAdagrad,,0.1,0.1
93,FedAdagrad,,0.1,0.1
94,FedAdagrad,,0.1,0.1
95,FedAdagrad,,0.1,0.1
96,FedAdagrad,,0.1,0.1
97,FedAdagrad,,0.1,0.1
98,FedAdagrad,,0.1,0.1
99,FedAdagrad,,0.1,0.1
100,FedAdagrad,,0.1,0.1
1,FedAdam,1307.714327655261,0.1,0.1
2,FedAdam,3.265369867976708,0.1084,0.1084
3,FedAdam,2.311358159101462,0.1,0.1
4,FedAdam,2.312797310986096,0.1,0.1
5,FedAdam,2.306667949579939,0.1,0.1
6,FedAdam,2.310195041608207,0.1,0.1
7,FedAdam,2.312651259989678,0.1,0.1
8,FedAdam,2.3066326998457125,0.1,0.1
9,FedAdam,2.306819004348562,0.1,0.1
10,FedAdam,2.309374555756774,0.1,0.1
11,FedAdam,2.3041359744494474,0.1,0.1
12,FedAdam,2.3049186181418504,0.1,0.1
13,FedAdam,2.3081487703926955,0.1,0.1
14,FedAdam,2.3255324937120267,0.1,0.1
15,FedAdam,2.329672040818613,0.1001,0.1001
16,FedAdam,2.305863537365877,0.1,0.1
17,FedAdam,2.308230421211146,0.1,0.1
18,FedAdam,2.3036780598797377,0.1,0.1
19,FedAdam,2.303454489647588,0.1,0.1
20,FedAdam,2.30332966695858,0.1,0.1
21,FedAdam,2.30321158034892,0.1,0.1
22,FedAdam,2.3034185940706275,0.1,0.1
23,FedAdam,2.3031101770038847,0.1,0.1
24,FedAdam,2.3031001302260385,0.1,0.1
25,FedAdam,2.303038585035107,0.1,0.1
26,FedAdam,2.3040077082718478,0.1,0.1
27,FedAdam,2.3034502524363845,0.1,0.1
28,FedAdam,2.3072121535675434,0.1,0.1
29,FedAdam,2.303897951222673,0.1,0.1
30,FedAdam,2.3036633533767508,0.1,0.1
31,FedAdam,2.3029369100739685,0.1,0.1
32,FedAdam,2.304116164581685,0.1,0.1
33,FedAdam,2.3027419711970074,0.1,0.1
34,FedAdam,2.3040059910544866,0.1,0.1
35,FedAdam,2.3030292323873014,0.1,0.1
36,FedAdam,2.303129923494556,0.1,0.1
37,FedAdam,2.30287437499324,0.1,0.1
38,FedAdam,2.304962979087347,0.1,0.1
39,FedAdam,2.3045500139646893,0.1,0.1
40,FedAdam,2.3029586091826237,0.1,0.1
41,FedAdam,2.302811547170712,0.1,0.1
42,FedAdam,2.303007693230352,0.1,0.1
43,FedAdam,2.3048812347122385,0.1,0.1
44,FedAdam,2.305900950975056,0.0999,0.0999
45,FedAdam,2.3033583315112924,0.1,0.1
46,FedAdam,2.310606476626819,0.1,0.1
47,FedAdam,2.3031828433652466,0.1,0.1
48,FedAdam,2.3034020556679256,0.1,0.1
49,FedAdam,2.3036306145824965,0.1,0.1
50,FedAdam,2.3031645485117465,0.1,0.1
51,FedAdam,2.303074420252933,0.1,0.1
52,FedAdam,2.3029910612709914,0.1,0.1
53,FedAdam,2.302882375596445,0.1,0.1
54,FedAdam,2.303159991397133,0.1,0.1
55,FedAdam,2.303217338610299,0.1,0.1
56,FedAdam,2.302704273899899,0.1,0.1
57,FedAdam,2.3033922292009184,0.1,0.1
58,FedAdam,2.303212374071532,0.1,0.1
59,FedAdam,2.303276149532463,0.1,0.1
60,FedAdam,2.3153257792509057,0.1,0.1
61,FedAdam,2.3037954493414,0.1,0.1
62,FedAdam,2.302770997904524,0.1,0.1
63,FedAdam,2.303848281691346,0.1,0.1
64,FedAdam,2.3039186393158344,0.1,0.1
65,FedAdam,2.3030894647670697,0.1,0.1
66,FedAdam,2.3032336868817294,0.1,0.1
67,FedAdam,2.303286528285545,0.1,0.1
68,FedAdam,2.302907137931148,0.1,0.1
69,FedAdam,2.3039664950551866,0.1,0.1
70,FedAdam,2.3040988716898085,0.1,0.1
71,FedAdam,2.3060085290594947,0.1,0.1
72,FedAdam,2.303049718277364,0.1,0.1
73,FedAdam,2.3028733669957027,0.1,0.1
74,FedAdam,2.302742964104761,0.1,0.1
75,FedAdam,2.3026608636107624,0.1001,0.1001
76,FedAdam,2.302687466899051,0.1,0.1
77,FedAdam,2.302624651148349,0.1,0.1
78,FedAdam,2.3026412287844886,0.1,0.1
79,FedAdam,2.302629169029525,0.1,0.1
80,FedAdam,2.3026063864744164,0.1,0.1
81,FedAdam,2.3153962123243117,0.1,0.1
82,FedAdam,2.3031408816953247,0.1,0.1
83,FedAdam,2.3026496519016315,0.1,0.1
84,FedAdam,2.3031885805009287,0.1,0.1
85,FedAdam,2.302789000016225,0.1,0.1
86,FedAdam,2.3028987691372254,0.1,0.1
87,FedAdam,2.3028391916540603,0.1,0.1
88,FedAdam,2.302575591244275,0.1,0.1
89,FedAdam,2.302650481839723,0.1,0.1
90,FedAdam,2.3026284899892686,0.1,0.1
91,FedAdam,2.3027039238169222,0.1,0.1
92,FedAdam,2.302657939210723,0.1,0.1
93,FedAdam,2.3026701015762137,0.1,0.1
94,FedAdam,2.3023885895934284,0.1,0.1
95,FedAdam,2.302701651295529,0.1,0.1
96,FedAdam,2.302653735197043,0.1,0.1
97,FedAdam,2.3026395960699158,0.1,0.1
98,FedAdam,2.302652229236651,0.1,0.1
99,FedAdam,2.3026184552832496,0.1,0.1
100,FedAdam,2.3026058462601675,0.1,0.1
1,FedYogi,2.2948431636713726,0.1198,0.1197999999999999
2,FedYogi,2.2639918900743314,0.1688,0.1688
3,FedYogi,2.202868881104868,0.1888,0.1888
4,FedYogi,2.2152918109410926,0.2166,0.2166
5,FedYogi,2.266262929650801,0.2677,0.2677
6,FedYogi,2.282856094686291,0.293,0.293
7,FedYogi,2.3362964557695998,0.3047,0.3047
8,FedYogi,2.268469569049304,0.3137,0.3137
9,FedYogi,2.0529189185251164,0.3235,0.3235
10,FedYogi,1.8875009274180927,0.3333,0.3333
11,FedYogi,1.8157823749735384,0.3382,0.3382
12,FedYogi,1.778320701816414,0.3495,0.3495
13,FedYogi,1.734314189681524,0.3692,0.3692
14,FedYogi,1.6944226086894167,0.3817,0.3817
15,FedYogi,1.6613559783259524,0.3883,0.3883
16,FedYogi,1.6336214497119566,0.4003,0.4002999999999999
17,FedYogi,1.5885386708416516,0.4226,0.4226
18,FedYogi,1.5487566673302953,0.433,0.433
19,FedYogi,1.5236944669409642,0.4469,0.4469000000000001
20,FedYogi,1.5019804676876791,0.4536,0.4536
21,FedYogi,1.4837863203845447,0.4646,0.4646
22,FedYogi,1.471660882611818,0.471,0.471
23,FedYogi,1.453867018977298,0.4769,0.4769
24,FedYogi,1.4200446696221074,0.4852,0.4852000000000001
25,FedYogi,1.3961091101924077,0.4927,0.4927000000000001
26,FedYogi,1.385370156433009,0.4983,0.4983000000000001
27,FedYogi,1.3816859993753554,0.4995,0.4995
28,FedYogi,1.388137876232968,0.4945,0.4944999999999999
29,FedYogi,1.391268188440347,0.4969,0.4969
30,FedYogi,1.379058673411985,0.5047,0.5047000000000001
31,FedYogi,1.3580553184581707,0.5145,0.5145
32,FedYogi,1.3271219473850877,0.5248,0.5248
33,FedYogi,1.306205824960636,0.5344,0.5344
34,FedYogi,1.3044686423072331,0.5331,0.5331
35,FedYogi,1.3007512258577951,0.5316,0.5316
36,FedYogi,1.292590766013423,0.5353,0.5353
37,FedYogi,1.2756693302830564,0.5436,0.5436
38,FedYogi,1.2684421720384045,0.5486,0.5486
39,FedYogi,1.2597576447680026,0.5556,0.5556000000000001
40,FedYogi,1.2542259979851638,0.558,0.5579999999999999
41,FedYogi,1.2567332967927185,0.5528,0.5528
42,FedYogi,1.2497706843327872,0.5559,0.5559
43,FedYogi,1.247958697850191,0.5593,0.5593
44,FedYogi,1.239774849595903,0.5647,0.5647
45,FedYogi,1.2238142633739906,0.5695,0.5695
46,FedYogi,1.2196599916566775,0.5696,0.5696
47,FedYogi,1.2244022707395916,0.5687,0.5687
48,FedYogi,1.219318125821367,0.569,0.569
49,FedYogi,1.2164594908303852,0.569,0.569
50,FedYogi,1.2139741816098175,0.5692,0.5692
51,FedYogi,1.2167998627771306,0.5732,0.5732
52,FedYogi,1.215993894806391,0.5722,0.5722
53,FedYogi,1.222768419905554,0.5719,0.5719
54,FedYogi,1.2263214708883552,0.575,0.575
55,FedYogi,1.2113822351528118,0.5774,0.5774
56,FedYogi,1.20755341611331,0.5804,0.5804000000000001
57,FedYogi,1.2066098059280008,0.579,0.579
58,FedYogi,1.2110764527622655,0.5764,0.5764
59,FedYogi,1.2204087157792682,0.5743,0.5743
60,FedYogi,1.2077623371836506,0.5754,0.5754
61,FedYogi,1.209136306485043,0.5872,0.5872
62,FedYogi,1.2202818159815632,0.5883,0.5883
63,FedYogi,1.2306118456623223,0.5855,0.5855
64,FedYogi,1.2431244472914105,0.5807,0.5807000000000001
65,FedYogi,1.2381824783132047,0.5816,0.5815999999999999
66,FedYogi,1.2361402941655508,0.5792,0.5792
67,FedYogi,1.2412180576143386,0.575,0.575
68,FedYogi,1.252034670189966,0.5751,0.5751
69,FedYogi,1.2689282992218114,0.576,0.576
70,FedYogi,1.2559564958644818,0.5827,0.5827
71,FedYogi,1.2558463449719586,0.583,0.583
72,FedYogi,1.257040248641485,0.5825,0.5824999999999999
73,FedYogi,1.272473225865183,0.5828,0.5828
74,FedYogi,1.2916381615626662,0.5832,0.5832
75,FedYogi,1.28733614351176,0.581,0.581
76,FedYogi,1.2943636873100377,0.5785,0.5785
77,FedYogi,1.307950167716304,0.5767,0.5767
78,FedYogi,1.325131486488294,0.5738,0.5738
79,FedYogi,1.3167233436922483,0.5755,0.5755
80,FedYogi,1.3373031902916823,0.5735,0.5735
81,FedYogi,1.340639461444903,0.57,0.57
82,FedYogi,1.3391599262816996,0.5714,0.5714
83,FedYogi,1.351401977146728,0.5765,0.5765
84,FedYogi,1.3671972947784616,0.5737,0.5737
85,FedYogi,1.396825425232513,0.5713,0.5713
86,FedYogi,1.3914454254922988,0.5691,0.5691
87,FedYogi,1.3919459113591834,0.5696,0.5696
88,FedYogi,1.387245129935349,0.5668,0.5668
89,FedYogi,1.390860534166988,0.5682,0.5682
90,FedYogi,1.413659147069424,0.5692,0.5692
91,FedYogi,1.4385463753833043,0.5697,0.5697
92,FedYogi,1.454131985766978,0.5678,0.5678
93,FedYogi,1.4739581414415863,0.5644,0.5644
94,FedYogi,1.4911858824234974,0.5638,0.5638
95,FedYogi,1.4832373917857302,0.5656,0.5656
96,FedYogi,1.4681395986412145,0.5672,0.5672000000000001
97,FedYogi,1.4687976957876472,0.5615,0.5615
98,FedYogi,1.473959142648721,0.5586,0.5586
99,FedYogi,1.4881276571297948,0.5591,0.5591
100,FedYogi,1.5058723537227776,0.5602,0.5602
1,Central,2.305295038826858,0.1026,0.0
2,Central,2.305295038826858,0.1026,0.0
3,Central,2.305295038826858,0.1026,0.0
4,Central,2.305295038826858,0.1026,0.0
5,Central,2.305295038826858,0.1026,0.0
6,Central,2.305295038826858,0.1026,0.0
7,Central,2.305295038826858,0.1026,0.0
8,Central,2.305295038826858,0.1026,0.0
9,Central,2.305295038826858,0.1026,0.0
10,Central,2.305295038826858,0.1026,0.0
11,Central,2.305295038826858,0.1026,0.0
12,Central,2.305295038826858,0.1026,0.0
13,Central,2.305295038826858,0.1026,0.0
14,Central,2.305295038826858,0.1026,0.0
15,Central,2.305295038826858,0.1026,0.0
16,Central,2.305295038826858,0.1026,0.0
17,Central,2.305295038826858,0.1026,0.0
18,Central,2.305295038826858,0.1026,0.0
19,Central,2.305295038826858,0.1026,0.0
20,Central,2.305295038826858,0.1026,0.0
21,Central,2.305295038826858,0.1026,0.0
22,Central,2.305295038826858,0.1026,0.0
23,Central,2.305295038826858,0.1026,0.0
24,Central,2.305295038826858,0.1026,0.0
25,Central,2.305295038826858,0.1026,0.0
26,Central,2.305295038826858,0.1026,0.0
27,Central,2.305295038826858,0.1026,0.0
28,Central,2.305295038826858,0.1026,0.0
29,Central,2.305295038826858,0.1026,0.0
30,Central,2.305295038826858,0.1026,0.0
31,Central,2.305295038826858,0.1026,0.0
32,Central,2.305295038826858,0.1026,0.0
33,Central,2.305295038826858,0.1026,0.0
34,Central,2.305295038826858,0.1026,0.0
35,Central,2.305295038826858,0.1026,0.0
36,Central,2.305295038826858,0.1026,0.0
37,Central,2.305295038826858,0.1026,0.0
38,Central,2.305295038826858,0.1026,0.0
39,Central,2.305295038826858,0.1026,0.0
40,Central,2.305295038826858,0.1026,0.0
41,Central,2.305295038826858,0.1026,0.0
42,Central,2.305295038826858,0.1026,0.0
43,Central,2.305295038826858,0.1026,0.0
44,Central,2.305295038826858,0.1026,0.0
45,Central,2.305295038826858,0.1026,0.0
46,Central,2.305295038826858,0.1026,0.0
47,Central,2.305295038826858,0.1026,0.0
48,Central,2.305295038826858,0.1026,0.0
49,Central,2.305295038826858,0.1026,0.0
50,Central,2.305295038826858,0.1026,0.0
51,Central,2.305295038826858,0.1026,0.0
52,Central,2.305295038826858,0.1026,0.0
53,Central,2.305295038826858,0.1026,0.0
54,Central,2.305295038826858,0.1026,0.0
55,Central,2.305295038826858,0.1026,0.0
56,Central,2.305295038826858,0.1026,0.0
57,Central,2.305295038826858,0.1026,0.0
58,Central,2.305295038826858,0.1026,0.0
59,Central,2.305295038826858,0.1026,0.0
60,Central,2.305295038826858,0.1026,0.0
61,Central,2.305295038826858,0.1026,0.0
62,Central,2.305295038826858,0.1026,0.0
63,Central,2.305295038826858,0.1026,0.0
64,Central,2.305295038826858,0.1026,0.0
65,Central,2.305295038826858,0.1026,0.0
66,Central,2.305295038826858,0.1026,0.0
67,Central,2.305295038826858,0.1026,0.0
68,Central,2.305295038826858,0.1026,0.0
69,Central,2.305295038826858,0.1026,0.0
70,Central,2.305295038826858,0.1026,0.0
71,Central,2.305295038826858,0.1026,0.0
72,Central,2.305295038826858,0.1026,0.0
73,Central,2.305295038826858,0.1026,0.0
74,Central,2.305295038826858,0.1026,0.0
75,Central,2.305295038826858,0.1026,0.0
76,Central,2.305295038826858,0.1026,0.0
77,Central,2.305295038826858,0.1026,0.0
78,Central,2.305295038826858,0.1026,0.0
79,Central,2.305295038826858,0.1026,0.0
80,Central,2.305295038826858,0.1026,0.0
81,Central,2.305295038826858,0.1026,0.0
82,Central,2.305295038826858,0.1026,0.0
83,Central,2.305295038826858,0.1026,0.0
84,Central,2.305295038826858,0.1026,0.0
85,Central,2.305295038826858,0.1026,0.0
86,Central,2.305295038826858,0.1026,0.0
87,Central,2.305295038826858,0.1026,0.0
88,Central,2.305295038826858,0.1026,0.0
89,Central,2.305295038826858,0.1026,0.0
90,Central,2.305295038826858,0.1026,0.0
91,Central,2.305295038826858,0.1026,0.0
92,Central,2.305295038826858,0.1026,0.0
93,Central,2.305295038826858,0.1026,0.0
94,Central,2.305295038826858,0.1026,0.0
95,Central,2.305295038826858,0.1026,0.0
96,Central,2.305295038826858,0.1026,0.0
97,Central,2.305295038826858,0.1026,0.0
98,Central,2.305295038826858,0.1026,0.0
99,Central,2.305295038826858,0.1026,0.0
100,Central,2.305295038826858,0.1026,0.0
