round,strategy,fl_scale,c_loss,c_accuracy,c_recall,c_precision,c_f1_score,d_accuracy,d_recall,d_precision,d_f1_score
44,FedAvg,0.25,1.1727682940567596,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.56,0.5449999999999999,0.5685,0.5159920634920635
45,FedAvg,0.25,1.1797514950172812,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5519999999999999,0.5363333333333333,0.5359999999999999,0.5026854256854257
46,FedAvg,0.25,1.1738345004335236,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.576,0.650595238095238,0.5363333333333332,0.5331471861471861
47,FedAvg,0.25,1.1662489153161835,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.528,0.5046666666666666,0.5433333333333333,0.4768253968253968
48,FedAvg,0.25,1.1731161973144435,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.536,0.5535714285714286,0.5363333333333333,0.4975137085137085
49,FedAvg,0.25,1.169896805588203,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.56,0.5534074074074075,0.5436666666666666,0.5112804232804233
50,FedAvg,0.25,1.1734111301506622,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5760000000000001,0.5593333333333332,0.5506666666666666,0.5144603174603175
51,FedAvg,0.25,1.1722988297667685,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.56,0.53,0.5306666666666666,0.491952380952381
52,FedAvg,0.25,1.1745243691190888,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.488,0.43500000000000005,0.45066666666666666,0.4074011544011544
53,FedAvg,0.25,1.1781526057026055,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5760000000000001,0.5674814814814815,0.5600370370370371,0.5222733686067019
54,FedAvg,0.25,1.1733565753019308,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.4720000000000001,0.406037037037037,0.435074074074074,0.3905079365079366
55,FedAvg,0.25,1.1751493539991258,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5680000000000001,0.57,0.5414074074074073,0.5117513227513227
56,FedAvg,0.25,1.1760332690009587,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.512,0.4367592592592592,0.472037037037037,0.4050777370777371
57,FedAvg,0.25,1.1724495487877085,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5760000000000001,0.5772380952380953,0.5593333333333332,0.5098470418470419
58,FedAvg,0.25,1.1734883204291138,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.504,0.4483439153439154,0.47118518518518526,0.4367580567580568
59,FedAvg,0.25,1.1748151764085022,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.6,0.5611666666666666,0.549,0.520865134865135
60,FedAvg,0.25,1.1733748256405698,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.528,0.5020740740740741,0.5063703703703702,0.4637349687349688
61,FedAvg,0.25,1.1754980275902567,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.608,0.5833333333333333,0.5860000000000001,0.5455396825396825
62,FedAvg,0.25,1.1717715912227389,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.592,0.5646666666666667,0.5776666666666667,0.5303333333333333
63,FedAvg,0.25,1.174750783020937,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5760000000000001,0.5210000000000001,0.5389999999999999,0.5028412698412699
64,FedAvg,0.25,1.17664373826377,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.536,0.496,0.515,0.4593650793650793
65,FedAvg,0.25,1.1703387015982518,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5680000000000001,0.5246349206349207,0.5087777777777778,0.48743161776495114
66,FedAvg,0.25,1.1734870340250716,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5680000000000001,0.5723333333333334,0.5433333333333332,0.5203492063492063
67,FedAvg,0.25,1.1727779266200489,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.584,0.5393174603174604,0.5643703703703703,0.519331569664903
68,FedAvg,0.25,1.172556140000307,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.552,0.542,0.5853333333333334,0.5081587301587301
69,FedAvg,0.25,1.1722450475149517,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.504,0.43200000000000005,0.46833333333333327,0.41020634920634924
70,FedAvg,0.25,1.172771701329871,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5760000000000001,0.5696190476190476,0.591,0.521971916971917
71,FedAvg,0.25,1.1767419403112387,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.52,0.5086666666666666,0.5206666666666667,0.46513275613275606
72,FedAvg,0.25,1.172316031365455,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.512,0.43140740740740735,0.4652222222222223,0.4189276895943562
73,FedAvg,0.25,1.169803383229654,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.504,0.48930687830687825,0.4922592592592593,0.44132804232804246
74,FedAvg,0.25,1.1734831295435941,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.52,0.5133333333333333,0.513,0.4542857142857143
75,FedAvg,0.25,1.1680508142785182,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.4640000000000001,0.4586666666666666,0.45233333333333337,0.4196984126984127
76,FedAvg,0.25,1.1776767395719696,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.6080000000000001,0.5977619047619047,0.5736666666666667,0.5541587301587301
77,FedAvg,0.25,1.1702306225330015,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.552,0.5158518518518518,0.5390370370370371,0.49501940035273384
78,FedAvg,0.25,1.1718462139745303,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.592,0.5983333333333334,0.6066666666666667,0.5456031746031746
79,FedAvg,0.25,1.177791952332364,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.544,0.5628412698412699,0.5561851851851852,0.5057253487253487
80,FedAvg,0.25,1.1727257650109786,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.536,0.5794285714285714,0.5646666666666667,0.5125930735930736
81,FedAvg,0.25,1.172935508474519,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5519999999999999,0.5019047619047619,0.5414814814814815,0.4804633637966971
82,FedAvg,0.25,1.1745415224304683,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5519999999999999,0.5773333333333334,0.5563333333333335,0.5292698412698412
83,FedAvg,0.25,1.1740111550198327,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5439999999999999,0.5185555555555554,0.5382592592592592,0.490994227994228
84,FedAvg,0.25,1.1695948016794422,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.536,0.5340952380952381,0.555,0.49937662337662336
85,FedAvg,0.25,1.1729905892022048,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.608,0.5643333333333334,0.5793333333333333,0.5411587301587302
86,FedAvg,0.25,1.1732233566573904,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.6080000000000001,0.6181851851851852,0.5728888888888889,0.5388706108706108
87,FedAvg,0.25,1.1762472851366936,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.624,0.5863809523809523,0.587,0.5575613275613275
88,FedAvg,0.25,1.1743133633951597,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5760000000000001,0.5053809523809523,0.5146666666666666,0.47501659451659445
89,FedAvg,0.25,1.1700361431399477,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.536,0.4830899470899471,0.49777777777777776,0.45635209235209234
90,FedAvg,0.25,1.1781179074999653,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.576,0.5619999999999999,0.5373333333333333,0.5074285714285715
91,FedAvg,0.25,1.170699984212465,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.552,0.5011111111111111,0.500925925925926,0.47351146384479714
92,FedAvg,0.25,1.1755352020263672,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.544,0.5512857142857144,0.5186666666666666,0.49123809523809525
93,FedAvg,0.25,1.1755999854848356,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5920000000000001,0.5533333333333333,0.5816666666666667,0.5355555555555556
94,FedAvg,0.25,1.1697821843473217,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.552,0.5154179894179893,0.5024074074074074,0.4689141229141229
95,FedAvg,0.25,1.1735855620118636,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.552,0.5183333333333333,0.521,0.4848138528138528
96,FedAvg,0.25,1.1697574393658698,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5680000000000001,0.5825714285714285,0.5423333333333333,0.5278138528138527
97,FedAvg,0.25,1.1734489700462245,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.5680000000000001,0.5055714285714286,0.515,0.4756031746031746
98,FedAvg,0.25,1.1733372543431535,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.56,0.5577407407407409,0.5606666666666668,0.5225008818342152
99,FedAvg,0.25,1.1694248786455468,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.552,0.5513333333333332,0.5246666666666666,0.49550793650793656
100,FedAvg,0.25,1.1756354992902731,0.5862,0.5985599065791559,0.5862,0.5800489352615542,0.624,0.629,0.6256666666666667,0.5806190476190476
1,FedAvg,0.5,2.3023306357709665,0.0984,0.15501461983558087,0.0984,0.0362651019063742,0.092,0.045523417190383754,0.08785714285714286,0.04137376065253303
2,FedAvg,0.5,2.3022943237159827,0.0984,0.15501461983558087,0.0984,0.0362651019063742,0.08399999999999999,0.01475804000395652,0.0883015873015873,0.024002800215074015
3,FedAvg,0.5,2.3022476389438293,0.0984,0.15501461983558087,0.0984,0.0362651019063742,0.088,0.016265261936039922,0.08474603174603174,0.02629959913763006
4,FedAvg,0.5,2.3026390558556664,0.0984,0.15501461983558087,0.0984,0.0362651019063742,0.124,0.05285448040923422,0.11490476190476188,0.049136877047362984
