round,Centralized,model,c_loss,c_accuracy,c_recall,c_precision,c_f1_score
1,Centralized,Resnet50,0.0724713356256485,0.4278,0.44801631510253415,0.42780000000000007,0.4127809216437087
2,Centralized,Resnet50,0.13822745626568794,0.4374,0.5064673031465736,0.43739999999999996,0.4123117424770184
3,Centralized,Resnet50,0.12281192239522934,0.5212,0.5503588814882445,0.5212,0.5173505425418974
4,Centralized,Resnet50,0.3054741511285305,0.4525,0.5189453125707989,0.45249999999999996,0.42453121051715426
5,Centralized,Resnet50,0.13580285351872445,0.5503,0.5814855757479559,0.5503,0.5484577939114896
6,Centralized,Resnet50,0.0715612884938717,0.5718,0.5883629037047016,0.5718,0.570563416719501
7,Centralized,Resnet50,0.09460133922100067,0.5853,0.6070653796451644,0.5853,0.5854339944996532
8,Centralized,Resnet50,0.054365381073951724,0.5388,0.5777291982603575,0.5388,0.5203916470425944
9,Centralized,Resnet50,0.5123642767131329,0.5373,0.6262987727742156,0.5373,0.5367203054919323
10,Centralized,Resnet50,0.04608303970098496,0.5862,0.6234416600095456,0.5862,0.5793648640639342
11,Centralized,Resnet50,0.04213560057282448,0.6155,0.620996303668859,0.6154999999999999,0.6124655117455016
12,Centralized,Resnet50,0.2554268354892731,0.5237,0.6218462552762081,0.5236999999999999,0.5264351368085459
13,Centralized,Resnet50,0.12328033943772317,0.5808,0.5985319694445895,0.5808000000000001,0.5841614626083859
14,Centralized,Resnet50,0.1288413293480873,0.5962,0.6302244328973937,0.5962,0.6010259390541912
15,Centralized,Resnet50,0.0466292199999094,0.6266,0.6364995171268408,0.6266,0.6286313783834395
16,Centralized,Resnet50,0.1649785639554262,0.6093,0.6159647251769975,0.6093,0.6092608399710573
17,Centralized,Resnet50,0.05605771261751652,0.6333,0.639757161317746,0.6333,0.6306559681785456
18,Centralized,Resnet50,0.05534559050500393,0.6505,0.655399304459831,0.6504999999999999,0.6499720255079885
19,Centralized,Resnet50,0.09480668170452118,0.5485,0.5663350539005028,0.5485000000000001,0.5326127985448684
20,Centralized,Resnet50,0.054420894807577135,0.6537,0.6596456756812372,0.6537000000000001,0.6534068897972883
21,Centralized,Resnet50,0.049629637557268146,0.6516,0.6521232363773841,0.6516,0.6497877796083267
22,Centralized,Resnet50,0.06428344784975051,0.6372,0.6490767965014628,0.6372000000000001,0.637654626991747
23,Centralized,Resnet50,0.08038097139596939,0.6307,0.6346755491224242,0.6307,0.628118276952871
24,Centralized,Resnet50,0.053656139421463016,0.6579,0.6600864893555444,0.6579,0.655583907133672
25,Centralized,Resnet50,0.06499110715389252,0.6514,0.653412391406453,0.6514,0.6502226191513681
26,Centralized,Resnet50,0.06035588224232197,0.641,0.6544884287817556,0.6409999999999999,0.6392492740851008
27,Centralized,Resnet50,0.0732318734973669,0.6419,0.6665469448675517,0.6418999999999999,0.6467571025610269
28,Centralized,Resnet50,0.06107875293493271,0.6621,0.6659577300647532,0.6620999999999999,0.6620475862043247
29,Centralized,Resnet50,0.09211054193377495,0.5932,0.626826875332664,0.5932000000000001,0.5947595907085553
30,Centralized,Resnet50,0.062030407536029813,0.6621,0.6728289392501223,0.6620999999999999,0.6649593288727109
31,Centralized,Resnet50,0.06375106216967105,0.6518,0.6597676524752868,0.6517999999999999,0.6514575138776407
32,Centralized,Resnet50,0.06285139835774899,0.6626,0.6670316744739175,0.6626000000000001,0.6623766377584637
33,Centralized,Resnet50,0.0618227171331644,0.6682,0.6772354945487009,0.6682,0.6679972521075985
34,Centralized,Resnet50,0.06486893194913865,0.6615,0.6613398998661855,0.6615,0.6597874885269761
35,Centralized,Resnet50,0.06824969252049923,0.67,0.6753218345581449,0.67,0.6705911812501886
36,Centralized,Resnet50,0.06019143736064434,0.6776,0.6753271566920428,0.6776000000000001,0.6758430472808729
37,Centralized,Resnet50,0.0679135380834341,0.6646,0.674301354105522,0.6645999999999999,0.6645731216507926
38,Centralized,Resnet50,0.0795013862490654,0.6486,0.6567131705291519,0.6486,0.6445071733322546
39,Centralized,Resnet50,0.06126313156485558,0.6811,0.6810143611105263,0.6811,0.680383727941283
40,Centralized,Resnet50,0.06278720165789127,0.6804,0.6812665724701994,0.6803999999999999,0.6795948676261749
41,Centralized,Resnet50,0.062360658937692645,0.6799,0.6746842767811823,0.6799,0.6751413430937854
42,Centralized,Resnet50,0.06403564484715461,0.6823,0.6818131202553028,0.6822999999999999,0.680358385771792
43,Centralized,Resnet50,0.06466272786855698,0.6805,0.6809558800917583,0.6805,0.6798395590350892
44,Centralized,Resnet50,0.0779446918606758,0.6441,0.6580711817512187,0.6441,0.6391894086729535
45,Centralized,Resnet50,0.07275490531623363,0.6635,0.6630913889654935,0.6635,0.6595710061299129
46,Centralized,Resnet50,0.08858386151790619,0.6196,0.6373117865244835,0.6195999999999999,0.6118458202083676
47,Centralized,Resnet50,0.06273253768384457,0.6819,0.6841858157100631,0.6819,0.6822974239082674
48,Centralized,Resnet50,0.06706989350020885,0.6614,0.6753503952733,0.6614000000000001,0.6623746505515362
49,Centralized,Resnet50,0.06422683855593204,0.6779,0.6760713085669227,0.6779,0.6760507378549407
50,Centralized,Resnet50,0.06571641871929168,0.6787,0.6840837616706048,0.6787,0.6793232745708202
51,Centralized,Resnet50,0.06640050591230393,0.6824,0.6822323193439899,0.6824000000000001,0.680053360096877
52,Centralized,Resnet50,0.07200966019034385,0.6707,0.6737469107049521,0.6707,0.6686064811524072
53,Centralized,Resnet50,0.0698540300130844,0.6845,0.6869767344483733,0.6844999999999999,0.6848051390009744
54,Centralized,Resnet50,0.06546556554436683,0.6891,0.6882535318587975,0.6890999999999999,0.688048070010628
55,Centralized,Resnet50,0.07144904409646988,0.6857,0.6854108869385105,0.6857,0.6833658128075967
56,Centralized,Resnet50,0.07146777674257755,0.6887,0.6879449349422251,0.6887,0.6880531022970037
57,Centralized,Resnet50,0.0745565932393074,0.6694,0.6720071010588595,0.6693999999999999,0.6677504702443748
58,Centralized,Resnet50,0.07200717842876911,0.6769,0.6771699740903651,0.6769000000000001,0.6747090472134376
59,Centralized,Resnet50,0.07206056312918663,0.6687,0.6738733986801881,0.6687000000000001,0.6683340140449181
60,Centralized,Resnet50,0.08396779789924622,0.6617,0.6686759182001951,0.6617,0.6626110072278419
61,Centralized,Resnet50,0.07154697660207748,0.6841,0.6846129199057566,0.6841,0.6835541315146936
62,Centralized,Resnet50,0.07331721041500569,0.6749,0.6769981555411231,0.6748999999999999,0.6745385316778958
63,Centralized,Resnet50,0.06967941786944866,0.6852,0.6863272247326166,0.6852,0.683962341494605
64,Centralized,Resnet50,0.07127509219646454,0.6831,0.6863635907524557,0.6831,0.682750668653195
65,Centralized,Resnet50,0.08801588175296783,0.6586,0.6673388196621645,0.6586000000000001,0.6582652820545548
66,Centralized,Resnet50,0.064641817933321,0.6875,0.6934563945474058,0.6875,0.6895632469563011
67,Centralized,Resnet50,0.06777622089982033,0.6916,0.6932179467994051,0.6916,0.6913894375198935
68,Centralized,Resnet50,0.0705056469976902,0.6853,0.6857121908994893,0.6853,0.6849473515742981
69,Centralized,Resnet50,0.06995006189346313,0.6842,0.6829771782365042,0.6842,0.6821512511170709
70,Centralized,Resnet50,0.0701467317044735,0.6843,0.6869211973537905,0.6843,0.6845584314207467
71,Centralized,Resnet50,0.0695085410118103,0.6895,0.6890487303133159,0.6895,0.6881763361459138
72,Centralized,Resnet50,0.09154321779012681,0.6541,0.6765375329731439,0.6540999999999999,0.6482531849696738
73,Centralized,Resnet50,0.10410176429152489,0.6097,0.6224767125291575,0.6097,0.6051053504180249
74,Centralized,Resnet50,0.08096716800928117,0.6705,0.6733132388138647,0.6705,0.6700888921940477
75,Centralized,Resnet50,0.0735567874789238,0.6877,0.6877015508685738,0.6877,0.6873218152979593
76,Centralized,Resnet50,0.07583275481462479,0.6843,0.6874959599052851,0.6843,0.6850381379928885
77,Centralized,Resnet50,0.07327465094923973,0.6868,0.6875223576894124,0.6868,0.6865960760235819
78,Centralized,Resnet50,0.07918425567150116,0.6826,0.6924602067369883,0.6826000000000001,0.6822541176778628
79,Centralized,Resnet50,0.07263639887571335,0.6903,0.6905061739532442,0.6903,0.688963061434645
80,Centralized,Resnet50,0.07256818923950195,0.6923,0.6947636710801335,0.6923,0.6917120880150138
81,Centralized,Resnet50,0.07191693324446678,0.6932,0.6927938973864725,0.6931999999999999,0.692191003247928
82,Centralized,Resnet50,0.07716518622040748,0.6929,0.6972025638469308,0.6929000000000001,0.6945597615920804
83,Centralized,Resnet50,0.0854211309760809,0.6742,0.6830487466470585,0.6742000000000001,0.6720685402526383
84,Centralized,Resnet50,0.06934709885418415,0.6971,0.6980111588181341,0.6971,0.697070223916261
85,Centralized,Resnet50,0.0741566655009985,0.6927,0.6966629913792903,0.6927,0.6937242451483422
86,Centralized,Resnet50,0.07331454421877862,0.6987,0.6990661259437208,0.6986999999999999,0.6977261398095427
87,Centralized,Resnet50,0.07208127907812595,0.6899,0.690362048239184,0.6899,0.6896129911799338
88,Centralized,Resnet50,0.07187113282382489,0.6928,0.6916988694711828,0.6927999999999999,0.6916104918702397
